"","ensembl_gene_id_orig","ensembl_gene_id","symbol","chromosome","start","end","size"
"5335","ENSG00000061337","ENSG00000061337","LZTS1","8",20246165,20303963,57798
"5336","ENSG00000003056","ENSG00000003056","M6PR","12",8940361,8949761,9400
"5337","ENSG00000180660","ENSG00000180660","MAB21L1","13",35473419,35478764,5345
"5338","ENSG00000181541","ENSG00000181541","MAB21L2","4",150582151,150584693,2542
"5339","ENSG00000127603","ENSG00000127603","MACF1","1",39081316,39487177,405861
"5340","ENSG00000133315","ENSG00000133315","MACROD1","11",63998558,64166113,167555
"5341","ENSG00000002822","ENSG00000002822","MAD1L1","7",1815793,2233243,417450
"5342","ENSG00000164109","ENSG00000164109","MAD2L1","4",120055623,120066858,11235
"5343","ENSG00000124688","ENSG00000124688","MAD2L1BP","6",43629540,43640941,11401
"5344","ENSG00000099866","ENSG00000099866","MADCAM1","19",489176,505343,16167
"5345","ENSG00000110514","ENSG00000110514","MADD","11",47269161,47330031,60870
"5346","ENSG00000090316","ENSG00000090316","MAEA","4",1289887,1340147,50260
"5347","ENSG00000178573","ENSG00000178573","MAF","16",79585843,79600737,14894
"5348","ENSG00000204103","ENSG00000204103","MAFB","20",40685848,40689236,3388
"5349","ENSG00000185022","ENSG00000185022","MAFF","22",38200767,38216507,15740
"5350","ENSG00000197063","ENSG00000197063","MAFG","17",81918270,81927735,9465
"5351","ENSG00000105695","ENSG00000105695","MAG","19",35292125,35313807,21682
"5352","ENSG00000198681","ENSG00000198681","MAGEA1","X",153179284,153183880,4596
"5353","ENSG00000124260","ENSG00000124260","MAGEA10","X",152133310,152138578,5268
"5354","ENSG00000185247","ENSG00000185247","MAGEA11","X",149688228,149717268,29040
"5355","ENSG00000213401","ENSG00000213401","MAGEA12","X",152733757,152737669,3912
"5356","ENSG00000221867","ENSG00000221867","MAGEA3","X",152698767,152702347,3580
"5357","ENSG00000147381","ENSG00000147381","MAGEA4","X",151912495,151925171,12676
"5358","ENSG00000197172","ENSG00000197172","MAGEA6","X",152766136,152769716,3580
"5359","ENSG00000156009","ENSG00000156009","MAGEA8","X",149881141,149885835,4694
"5360","ENSG00000214107","ENSG00000214107","MAGEB1","X",30243715,30252040,8325
"5361","ENSG00000099399","ENSG00000099399","MAGEB2","X",30215563,30220089,4526
"5362","ENSG00000155495","ENSG00000155495","MAGEC1","X",141903894,141909374,5480
"5363","ENSG00000046774","ENSG00000046774","MAGEC2","X",142202342,142205290,2948
"5364","ENSG00000179222","ENSG00000179222","MAGED1","X",51803007,51902354,99347
"5365","ENSG00000102316","ENSG00000102316","MAGED2","X",54807599,54816015,8416
"5366","ENSG00000187243","ENSG00000187243","MAGED4B","X",52061827,52069219,7392
"5367","ENSG00000177383","ENSG00000177383","MAGEF1","3",184710364,184712064,1700
"5368","ENSG00000187601","ENSG00000187601","MAGEH1","X",55452127,55453566,1439
"5369","ENSG00000254585","ENSG00000254585","MAGEL2","15",23643549,23647867,4318
"5370","ENSG00000151276","ENSG00000151276","MAGI1","3",65353525,66038918,685393
"5371","ENSG00000187391","ENSG00000187391","MAGI2","7",78017055,79453667,1436612
"5372","ENSG00000269313","ENSG00000269313","MAGIX","X",49162564,49168774,6210
"5373","ENSG00000162385","ENSG00000162385","MAGOH","1",53226900,53238518,11618
"5374","ENSG00000111196","ENSG00000111196","MAGOHB","12",10604193,10613609,9416
"5375","ENSG00000102158","ENSG00000102158","MAGT1","X",77825747,77899271,73524
"5376","ENSG00000111837","ENSG00000111837","MAK","6",10762723,10838553,75830
"5377","ENSG00000198042","ENSG00000198042","MAK16","8",33485182,33501262,16080
"5378","ENSG00000172005","ENSG00000172005","MAL","2",95025677,95053992,28315
"5379","ENSG00000144063","ENSG00000144063","MALL","2",110083870,110116022,32152
"5380","ENSG00000172175","ENSG00000172175","MALT1","18",58671465,58754477,83012
"5381","ENSG00000161021","ENSG00000161021","MAML1","5",179732822,179777283,44461
"5382","ENSG00000196782","ENSG00000196782","MAML3","4",139716753,140154184,437431
"5383","ENSG00000013619","ENSG00000013619","MAMLD1","X",150361422,150514178,152756
"5384","ENSG00000111885","ENSG00000111885","MAN1A1","6",119177205,119349761,172556
"5385","ENSG00000198162","ENSG00000198162","MAN1A2","1",117367449,117528872,161423
"5386","ENSG00000177239","ENSG00000177239","MAN1B1","9",137086857,137109189,22332
"5387","ENSG00000117643","ENSG00000117643","MAN1C1","1",25616791,25784450,167659
"5388","ENSG00000112893","ENSG00000112893","MAN2A1","5",109689927,109869625,179698
"5389","ENSG00000196547","ENSG00000196547","MAN2A2","15",90902218,90922584,20366
"5390","ENSG00000104774","ENSG00000104774","MAN2B1","19",12646511,12666742,20231
"5391","ENSG00000013288","ENSG00000013288","MAN2B2","4",6575189,6623362,48173
"5392","ENSG00000140400","ENSG00000140400","MAN2C1","15",75355207,75368612,13405
"5393","ENSG00000109323","ENSG00000109323","MANBA","4",102630770,102760994,130224
"5394","ENSG00000172469","ENSG00000172469","MANEA","6",95577485,95609470,31985
"5395","ENSG00000145050","ENSG00000145050","MANF","3",51385291,51389397,4106
"5396","ENSG00000281818","ENSG00000281818","MANSC1","HG1362_PATCH",295054,319240,24186
"5397","ENSG00000189221","ENSG00000189221","MAOA","X",43654907,43746817,91910
"5398","ENSG00000069535","ENSG00000069535","MAOB","X",43766610,43882450,115840
"5399","ENSG00000166963","ENSG00000166963","MAP1A","15",43510958,43531620,20662
"5400","ENSG00000131711","ENSG00000131711","MAP1B","5",72107234,72209565,102331
"5401","ENSG00000140941","ENSG00000140941","MAP1LC3B","16",87383953,87404779,20826
"5402","ENSG00000197769","ENSG00000197769","MAP1LC3C","1",241995490,241999098,3608
"5403","ENSG00000130479","ENSG00000130479","MAP1S","19",17719242,17734513,15271
"5404","ENSG00000078018","ENSG00000078018","MAP2","2",209424047,209734147,310100
"5405","ENSG00000169032","ENSG00000169032","MAP2K1","15",66386837,66491656,104819
"5406","ENSG00000126934","ENSG00000126934","MAP2K2","19",4090321,4124122,33801
"5407","ENSG00000034152","ENSG00000034152","MAP2K3","17",21284672,21315232,30560
"5408","ENSG00000065559","ENSG00000065559","MAP2K4","17",12020829,12143830,123001
"5409","ENSG00000137764","ENSG00000137764","MAP2K5","15",67542703,67807117,264414
"5410","ENSG00000108984","ENSG00000108984","MAP2K6","17",69414697,69553865,139168
"5411","ENSG00000095015","ENSG00000095015","MAP3K1","5",56815549,56896152,80603
"5412","ENSG00000130758","ENSG00000130758","MAP3K10","19",40191426,40215575,24149
"5413","ENSG00000173327","ENSG00000173327","MAP3K11","11",65597756,65615382,17626
"5414","ENSG00000139625","ENSG00000139625","MAP3K12","12",53479669,53500063,20394
"5415","ENSG00000073803","ENSG00000073803","MAP3K13","3",185282941,185489094,206153
"5416","ENSG00000006062","ENSG00000006062","MAP3K14","17",45263119,45317029,53910
"5417","ENSG00000176601","ENSG00000176601","MAP3K19","2",134964485,135047468,82983
"5418","ENSG00000169967","ENSG00000169967","MAP3K2","2",127298668,127388465,89797
"5419","ENSG00000198909","ENSG00000198909","MAP3K3","17",63622415,63696305,73890
"5420","ENSG00000085511","ENSG00000085511","MAP3K4","6",160991727,161117385,125658
"5421","ENSG00000197442","ENSG00000197442","MAP3K5","6",136557046,136793097,236051
"5422","ENSG00000142733","ENSG00000142733","MAP3K6","1",27355184,27366961,11777
"5423","ENSG00000135341","ENSG00000135341","MAP3K7","6",90513573,90587086,73513
"5424","ENSG00000156265","ENSG00000156265","MAP3K7CL","21",29077221,29175889,98668
"5425","ENSG00000107968","ENSG00000107968","MAP3K8","10",30434021,30461833,27812
"5426","ENSG00000006432","ENSG00000006432","MAP3K9","14",70722526,70809534,87008
"5427","ENSG00000047849","ENSG00000047849","MAP4","3",47850690,48089272,238582
"5428","ENSG00000104814","ENSG00000104814","MAP4K1","19",38587641,38618882,31241
"5429","ENSG00000168067","ENSG00000168067","MAP4K2","11",64784918,64803241,18323
"5430","ENSG00000011566","ENSG00000011566","MAP4K3","2",39249266,39437301,188035
"5431","ENSG00000071054","ENSG00000071054","MAP4K4","2",101696850,101894690,197840
"5432","ENSG00000012983","ENSG00000012983","MAP4K5","14",50418501,50561126,142625
"5433","ENSG00000180834","ENSG00000180834","MAP6D1","3",183815922,183825594,9672
"5434","ENSG00000135525","ENSG00000135525","MAP7","6",136342281,136550819,208538
"5435","ENSG00000116871","ENSG00000116871","MAP7D1","1",36155579,36180849,25270
"5436","ENSG00000129680","ENSG00000129680","MAP7D3","X",136213220,136256482,43262
"5437","ENSG00000164114","ENSG00000164114","MAP9","4",155342658,155376970,34312
"5438","ENSG00000100030","ENSG00000100030","MAPK1","22",21759657,21867680,108023
"5439","ENSG00000109339","ENSG00000109339","MAPK10","4",85990007,86594625,604618
"5440","ENSG00000185386","ENSG00000185386","MAPK11","22",50263713,50270767,7054
"5441","ENSG00000188130","ENSG00000188130","MAPK12","22",50245450,50261716,16266
"5442","ENSG00000156711","ENSG00000156711","MAPK13","6",36127809,36144524,16715
"5443","ENSG00000112062","ENSG00000112062","MAPK14","6",36027782,36111236,83454
"5444","ENSG00000168175","ENSG00000168175","MAPK1IP1L","14",55051647,55070194,18547
"5445","ENSG00000102882","ENSG00000102882","MAPK3","16",30114105,30123506,9401
"5446","ENSG00000141639","ENSG00000141639","MAPK4","18",50560087,50731826,171739
"5447","ENSG00000069956","ENSG00000069956","MAPK6","15",51952106,52067375,115269
"5448","ENSG00000166484","ENSG00000166484","MAPK7","17",19377721,19383544,5823
"5449","ENSG00000107643","ENSG00000107643","MAPK8","10",48306639,48439360,132721
"5450","ENSG00000121653","ENSG00000121653","MAPK8IP1","11",45885651,45906465,20814
"5451","ENSG00000008735","ENSG00000008735","MAPK8IP2","22",50600793,50613981,13188
"5452","ENSG00000138834","ENSG00000138834","MAPK8IP3","16",1706166,1770351,64185
"5453","ENSG00000050748","ENSG00000050748","MAPK9","5",180233143,180292099,58956
"5454","ENSG00000119487","ENSG00000119487","MAPKAP1","9",125437393,125707234,269841
"5455","ENSG00000162889","ENSG00000162889","MAPKAPK2","1",206684905,206734281,49376
"5456","ENSG00000114738","ENSG00000114738","MAPKAPK3","3",50611520,50649291,37771
"5457","ENSG00000089022","ENSG00000089022","MAPKAPK5","12",111842013,111902222,60209
"5458","ENSG00000137802","ENSG00000137802","MAPKBP1","15",41774434,41827855,53421
"5459","ENSG00000101367","ENSG00000101367","MAPRE1","20",32819954,32850405,30451
"5460","ENSG00000166974","ENSG00000166974","MAPRE2","18",34976928,35143470,166542
"5461","ENSG00000084764","ENSG00000084764","MAPRE3","2",26970637,27027219,56582
"5462","ENSG00000276155","ENSG00000276155","MAPT","HSCHR17_1_CTG5",760287,893653,133366
"5463","ENSG00000277443","ENSG00000277443","MARCKS","6",113857345,113863475,6130
"5464","ENSG00000175130","ENSG00000175130","MARCKSL1","1",32333839,32336233,2394
"5465","ENSG00000019169","ENSG00000019169","MARCO","2",118942194,118994660,52466
"5466","ENSG00000116141","ENSG00000116141","MARK1","1",220528136,220664461,136325
"5467","ENSG00000072518","ENSG00000072518","MARK2","11",63838928,63911020,72092
"5468","ENSG00000075413","ENSG00000075413","MARK3","14",103385377,103503831,118454
"5469","ENSG00000007047","ENSG00000007047","MARK4","19",45079288,45305284,225996
"5470","ENSG00000130368","ENSG00000130368","MAS1","6",159890988,159917447,26459
"5471","ENSG00000127241","ENSG00000127241","MASP1","3",187217282,187291980,74698
"5472","ENSG00000009724","ENSG00000009724","MASP2","1",11022009,11047239,25230
"5473","ENSG00000105613","ENSG00000105613","MAST1","19",12833951,12874952,41001
"5474","ENSG00000086015","ENSG00000086015","MAST2","1",45786987,46036122,249135
"5475","ENSG00000099308","ENSG00000099308","MAST3","19",18097778,18151692,53914
"5476","ENSG00000069020","ENSG00000069020","MAST4","5",66596380,67169593,573213
"5477","ENSG00000151224","ENSG00000151224","MAT1A","10",80271820,80289658,17838
"5478","ENSG00000168906","ENSG00000168906","MAT2A","2",85539168,85545281,6113
"5479","ENSG00000038274","ENSG00000038274","MAT2B","5",163503114,163519558,16444
"5480","ENSG00000007264","ENSG00000007264","MATK","19",3777970,3802129,24159
"5481","ENSG00000162510","ENSG00000162510","MATN1","1",30711277,30723585,12308
"5482","ENSG00000132561","ENSG00000132561","MATN2","8",97868840,98036724,167884
"5483","ENSG00000132031","ENSG00000132031","MATN3","2",19992052,20012668,20616
"5484","ENSG00000015479","ENSG00000015479","MATR3","5",139293674,139331677,38003
"5485","ENSG00000129933","ENSG00000129933","MAU2","19",19320829,19358754,37925
"5486","ENSG00000088888","ENSG00000088888","MAVS","20",3846799,3876123,29324
"5487","ENSG00000125952","ENSG00000125952","MAX","14",65006174,65102695,96521
"5488","ENSG00000103495","ENSG00000103495","MAZ","16",29806106,29811164,5058
"5489","ENSG00000198125","ENSG00000198125","MB","22",35606764,35637951,31187
"5490","ENSG00000141644","ENSG00000141644","MBD1","18",50266882,50281774,14892
"5491","ENSG00000134046","ENSG00000134046","MBD2","18",54151606,54224669,73063
"5492","ENSG00000071655","ENSG00000071655","MBD3","19",1573596,1592865,19269
"5493","ENSG00000129071","ENSG00000129071","MBD4","3",129430947,129440179,9232
"5494","ENSG00000204406","ENSG00000204406","MBD5","2",148021011,148516971,495960
"5495","ENSG00000151332","ENSG00000151332","MBIP","14",36298564,36320637,22073
"5496","ENSG00000165471","ENSG00000165471","MBL2","10",52765380,52772784,7404
"5497","ENSG00000152601","ENSG00000152601","MBNL1","3",152243828,152465780,221952
"5498","ENSG00000139793","ENSG00000139793","MBNL2","13",97221434,97394120,172686
"5499","ENSG00000076770","ENSG00000076770","MBNL3","X",132369320,132489968,120648
"5500","ENSG00000143797","ENSG00000143797","MBOAT2","2",8852690,9003709,151019
"5501","ENSG00000278519","ENSG00000278519","MBOAT7","HSCHR19LRC_LRC_I_CTG3_1",148221,164847,16626
"5502","ENSG00000197971","ENSG00000197971","MBP","18",76978827,77133683,154856
"5503","ENSG00000140943","ENSG00000140943","MBTPS1","16",84053761,84116942,63181
"5504","ENSG00000012174","ENSG00000012174","MBTPS2","X",21839617,21885423,45806
"5505","ENSG00000258839","ENSG00000258839","MC1R","16",89912119,89920973,8854
"5506","ENSG00000185231","ENSG00000185231","MC2R","18",13882044,13915707,33663
"5507","ENSG00000166603","ENSG00000166603","MC4R","18",60371062,60372775,1713
"5508","ENSG00000176136","ENSG00000176136","MC5R","18",13824149,13827323,3174
"5509","ENSG00000076706","ENSG00000076706","MCAM","11",119308529,119321521,12992
"5510","ENSG00000100294","ENSG00000100294","MCAT","22",43132209,43143398,11189
"5511","ENSG00000171444","ENSG00000171444","MCC","5",113022106,113488823,466717
"5512","ENSG00000078070","ENSG00000078070","MCCC1","3",183015218,183116075,100857
"5513","ENSG00000131844","ENSG00000131844","MCCC2","5",71579531,71658706,79175
"5514","ENSG00000101977","ENSG00000101977","MCF2","X",139581770,139708216,126446
"5515","ENSG00000126217","ENSG00000126217","MCF2L","13",112894378,113099742,205364
"5516","ENSG00000053524","ENSG00000053524","MCF2L2","3",183178041,183428778,250737
"5517","ENSG00000180398","ENSG00000180398","MCFD2","2",46901870,46941855,39985
"5518","ENSG00000128285","ENSG00000128285","MCHR1","22",40679273,40682812,3539
"5519","ENSG00000143384","ENSG00000143384","MCL1","1",150560895,150579738,18843
"5520","ENSG00000065328","ENSG00000065328","MCM10","10",13161558,13211110,49552
"5521","ENSG00000073111","ENSG00000073111","MCM2","3",127598223,127622436,24213
"5522","ENSG00000112118","ENSG00000112118","MCM3","6",52264014,52284881,20867
"5523","ENSG00000160294","ENSG00000160294","MCM3AP","21",46235133,46286297,51164
"5524","ENSG00000104738","ENSG00000104738","MCM4","8",47960185,47978160,17975
"5525","ENSG00000100297","ENSG00000100297","MCM5","22",35400134,35425431,25297
"5526","ENSG00000076003","ENSG00000076003","MCM6","2",135839626,135876443,36817
"5527","ENSG00000166508","ENSG00000166508","MCM7","7",100092233,100101940,9707
"5528","ENSG00000111877","ENSG00000111877","MCM9","6",118813442,118935162,121720
"5529","ENSG00000197771","ENSG00000197771","MCMBP","10",119829404,119892556,63152
"5530","ENSG00000090674","ENSG00000090674","MCOLN1","19",7522624,7534009,11385
"5531","ENSG00000055732","ENSG00000055732","MCOLN3","1",85018082,85048500,30418
"5532","ENSG00000147316","ENSG00000147316","MCPH1","8",6406592,6648508,241916
"5533","ENSG00000187778","ENSG00000187778","MCRS1","12",49556544,49568145,11601
"5534","ENSG00000175471","ENSG00000175471","MCTP1","5",94703690,95285094,581404
"5535","ENSG00000140563","ENSG00000140563","MCTP2","15",94231538,94483952,252414
"5536","ENSG00000232119","ENSG00000232119","MCTS1","X",120594010,120621159,27149
"5537","ENSG00000050393","ENSG00000050393","MCUR1","6",13786557,13814568,28011
"5538","ENSG00000237095","ENSG00000237095","MDC1","HSCHR6_MHC_MCF_CTG1",2043883,2061964,18081
"5539","ENSG00000112559","ENSG00000112559","MDFI","6",41636882,41654244,17362
"5540","ENSG00000135272","ENSG00000135272","MDFIC","7",114922094,115019917,97823
"5541","ENSG00000014641","ENSG00000014641","MDH1","2",63588609,63607197,18588
"5542","ENSG00000146701","ENSG00000146701","MDH2","7",76048051,76067508,19457
"5543","ENSG00000110492","ENSG00000110492","MDK","11",46380756,46383837,3081
"5544","ENSG00000111554","ENSG00000111554","MDM1","12",68272443,68332381,59938
"5545","ENSG00000135679","ENSG00000135679","MDM2","12",68808177,68845544,37367
"5546","ENSG00000198625","ENSG00000198625","MDM4","1",204516379,204558120,41741
"5547","ENSG00000112159","ENSG00000112159","MDN1","6",89642498,89819794,177296
"5548","ENSG00000065833","ENSG00000065833","ME1","6",83210402,83431051,220649
"5549","ENSG00000082212","ENSG00000082212","ME2","18",50879080,50954257,75177
"5550","ENSG00000151376","ENSG00000151376","ME3","11",86441108,86672636,231528
"5551","ENSG00000124733","ENSG00000124733","MEA1","6",43011143,43016868,5725
"5552","ENSG00000163875","ENSG00000163875","MEAF6","1",37489993,37514766,24773
"5553","ENSG00000085276","ENSG00000085276","MECOM","3",169083499,169663775,580276
"5554","ENSG00000169057","ENSG00000169057","MECP2","X",154021573,154137103,115530
"5555","ENSG00000116353","ENSG00000116353","MECR","1",29192657,29230942,38285
"5556","ENSG00000125686","ENSG00000125686","MED1","17",39404285,39451272,46987
"5557","ENSG00000184634","ENSG00000184634","MED12","X",71118543,71144103,25560
"5558","ENSG00000108510","ENSG00000108510","MED13","17",61942605,62065278,122673
"5559","ENSG00000123066","ENSG00000123066","MED13L","12",115957905,116277693,319788
"5560","ENSG00000180182","ENSG00000180182","MED14","X",40648305,40735858,87553
"5561","ENSG00000099917","ENSG00000099917","MED15","22",20495913,20587632,91719
"5562","ENSG00000282092","ENSG00000282092","MED16","HSCHR19_5_CTG2",46856,60469,13613
"5563","ENSG00000042429","ENSG00000042429","MED17","11",93784227,93814963,30736
"5564","ENSG00000130772","ENSG00000130772","MED18","1",28329002,28335965,6963
"5565","ENSG00000124641","ENSG00000124641","MED20","6",41905354,41921139,15785
"5566","ENSG00000152944","ENSG00000152944","MED21","12",27022546,27066343,43797
"5567","ENSG00000148297","ENSG00000148297","MED22","9",133338312,133348131,9819
"5568","ENSG00000112282","ENSG00000112282","MED23","6",131573966,131628242,54276
"5569","ENSG00000008838","ENSG00000008838","MED24","17",40019097,40061215,42118
"5570","ENSG00000104973","ENSG00000104973","MED25","19",49818282,49840383,22101
"5571","ENSG00000160563","ENSG00000160563","MED27","9",131852928,132079867,226939
"5572","ENSG00000118579","ENSG00000118579","MED28","4",17614641,17634105,19464
"5573","ENSG00000108590","ENSG00000108590","MED31","17",6643311,6651634,8323
"5574","ENSG00000136146","ENSG00000136146","MED4","13",48053323,48095131,41808
"5575","ENSG00000133997","ENSG00000133997","MED6","14",70581257,70600690,19433
"5576","ENSG00000155868","ENSG00000155868","MED7","5",157137424,157159019,21595
"5577","ENSG00000159479","ENSG00000159479","MED8","1",43383917,43389808,5891
"5578","ENSG00000141026","ENSG00000141026","MED9","17",17476994,17493221,16227
"5579","ENSG00000068305","ENSG00000068305","MEF2A","15",99565417,99716488,151071
"5580","ENSG00000213999","ENSG00000213999","MEF2B","19",19145567,19192131,46564
"5581","ENSG00000081189","ENSG00000081189","MEF2C","5",88717117,88904257,187140
"5582","ENSG00000116604","ENSG00000116604","MEF2D","1",156463727,156500779,37052
"5583","ENSG00000103313","ENSG00000103313","MEFV","16",3242027,3256633,14606
"5584","ENSG00000162591","ENSG00000162591","MEGF6","1",3487951,3611508,123557
"5585","ENSG00000105429","ENSG00000105429","MEGF8","19",42325609,42378769,53160
"5586","ENSG00000106780","ENSG00000106780","MEGF9","9",120600811,120714470,113659
"5587","ENSG00000143995","ENSG00000143995","MEIS1","2",66433452,66573869,140417
"5588","ENSG00000134138","ENSG00000134138","MEIS2","15",36889204,37101299,212095
"5589","ENSG00000165304","ENSG00000165304","MELK","9",36572862,36677683,104821
"5590","ENSG00000163975","ENSG00000163975","MELTF","3",196980590,197029835,49245
"5591","ENSG00000162959","ENSG00000162959","MEMO1","2",31865060,32011230,146170
"5592","ENSG00000133895","ENSG00000133895","MEN1","11",64803510,64811294,7784
"5593","ENSG00000005102","ENSG00000005102","MEOX1","17",43640389,43661922,21533
"5594","ENSG00000106511","ENSG00000106511","MEOX2","7",15611212,15686683,75471
"5595","ENSG00000112818","ENSG00000112818","MEP1A","6",46793389,46839778,46389
"5596","ENSG00000141434","ENSG00000141434","MEP1B","18",32185069,32220404,35335
"5597","ENSG00000146834","ENSG00000146834","MEPCE","7",100428322,100434126,5804
"5598","ENSG00000152595","ENSG00000152595","MEPE","4",87821398,87846814,25416
"5599","ENSG00000153208","ENSG00000153208","MERTK","2",111898607,112029561,130954
"5600","ENSG00000106484","ENSG00000106484","MEST","7",130486171,130506465,20294
"5601","ENSG00000105976","ENSG00000105976","MET","7",116672196,116798377,126181
"5602","ENSG00000164024","ENSG00000164024","METAP1","4",98995659,99062809,67150
"5603","ENSG00000111142","ENSG00000111142","METAP2","12",95473520,95515839,42319
"5604","ENSG00000103260","ENSG00000103260","METRN","16",715118,719655,4537
"5605","ENSG00000037897","ENSG00000037897","METTL1","12",57768471,57772119,3648
"5606","ENSG00000010165","ENSG00000010165","METTL13","1",171781660,171814023,32363
"5607","ENSG00000127804","ENSG00000127804","METTL16","17",2405562,2511891,106329
"5608","ENSG00000165792","ENSG00000165792","METTL17","14",20989973,20997035,7062
"5609","ENSG00000171806","ENSG00000171806","METTL18","1",169792529,169794963,2434
"5610","ENSG00000067365","ENSG00000067365","METTL22","16",8621683,8649654,27971
"5611","ENSG00000087995","ENSG00000087995","METTL2A","17",62423875,62453385,29510
"5612","ENSG00000165055","ENSG00000165055","METTL2B","7",128476729,128506602,29873
"5613","ENSG00000165819","ENSG00000165819","METTL3","14",21498133,21511342,13209
"5614","ENSG00000101574","ENSG00000101574","METTL4","18",2537525,2571509,33984
"5615","ENSG00000138382","ENSG00000138382","METTL5","2",169810081,169824931,14850
"5616","ENSG00000123600","ENSG00000123600","METTL8","2",171315746,171434802,119056
"5617","ENSG00000197006","ENSG00000197006","METTL9","16",21597218,21657471,60253
"5618","ENSG00000176624","ENSG00000176624","MEX3C","18",51174550,51218333,43783
"5619","ENSG00000140259","ENSG00000140259","MFAP1","15",43804492,43824690,20198
"5620","ENSG00000117122","ENSG00000117122","MFAP2","1",16974502,16980632,6130
"5621","ENSG00000037749","ENSG00000037749","MFAP3","5",154038959,154220478,181519
"5622","ENSG00000198948","ENSG00000198948","MFAP3L","4",169986597,170033031,46434
"5623","ENSG00000166482","ENSG00000166482","MFAP4","17",19383442,19387190,3748
"5624","ENSG00000197614","ENSG00000197614","MFAP5","12",8637346,8662888,25542
"5625","ENSG00000168958","ENSG00000168958","MFF","2",227325151,227357833,32682
"5626","ENSG00000140545","ENSG00000140545","MFGE8","15",88898683,88913468,14785
"5627","ENSG00000147324","ENSG00000147324","MFHAS1","8",8783354,8893630,110276
"5628","ENSG00000171109","ENSG00000171109","MFN1","3",179347709,179394936,47227
"5629","ENSG00000116688","ENSG00000116688","MFN2","1",11980181,12015211,35030
"5630","ENSG00000100060","ENSG00000100060","MFNG","22",37469063,37486393,17330
"5631","ENSG00000118855","ENSG00000118855","MFSD1","3",158732198,158829719,97521
"5632","ENSG00000109736","ENSG00000109736","MFSD10","4",2930561,2934834,4273
"5633","ENSG00000092931","ENSG00000092931","MFSD11","17",76735865,76781449,45584
"5634","ENSG00000161091","ENSG00000161091","MFSD12","19",3538261,3574290,36029
"5635","ENSG00000138111","ENSG00000138111","MFSD13A","10",102461395,102477045,15650
"5636","ENSG00000182544","ENSG00000182544","MFSD5","12",53251251,53254406,3155
"5637","ENSG00000151690","ENSG00000151690","MFSD6","2",190408355,190509205,100850
"5638","ENSG00000135953","ENSG00000135953","MFSD9","2",102714630,102736888,22258
"5639","ENSG00000174197","ENSG00000174197","MGA","15",41621134,41773081,151947
"5640","ENSG00000282607","ENSG00000282607","MGAM","HSCHR7_2_CTG6",404,68627,68223
"5641","ENSG00000131446","ENSG00000131446","MGAT1","5",180784780,180815652,30872
"5642","ENSG00000168282","ENSG00000168282","MGAT2","14",49620799,49623481,2682
"5643","ENSG00000071073","ENSG00000071073","MGAT4A","2",98619106,98731132,112026
"5644","ENSG00000161013","ENSG00000161013","MGAT4B","5",179797597,179806952,9355
"5645","ENSG00000152127","ENSG00000152127","MGAT5","2",134119983,134454621,334638
"5646","ENSG00000074416","ENSG00000074416","MGLL","3",127689062,128052190,363128
"5647","ENSG00000170430","ENSG00000170430","MGMT","10",129467190,129770983,303793
"5648","ENSG00000111341","ENSG00000111341","MGP","12",14880864,14885857,4993
"5649","ENSG00000102858","ENSG00000102858","MGRN1","16",4616493,4690974,74481
"5650","ENSG00000085871","ENSG00000085871","MGST2","4",139665768,139740745,74977
"5651","ENSG00000143198","ENSG00000143198","MGST3","1",165631213,165661796,30583
"5652","ENSG00000261857","ENSG00000261857","MIA","19",40771648,40777490,5842
"5653","ENSG00000150527","ENSG00000150527","MIA2","14",39230231,39388513,158282
"5654","ENSG00000235233","ENSG00000235233","MICA","HSCHR6_MHC_MANN_CTG1",2708377,2724826,16449
"5655","ENSG00000135596","ENSG00000135596","MICAL1","6",109444062,109465968,21906
"5656","ENSG00000133816","ENSG00000133816","MICAL2","11",12094008,12359144,265136
"5657","ENSG00000243156","ENSG00000243156","MICAL3","22",17787649,18024561,236912
"5658","ENSG00000100139","ENSG00000100139","MICALL1","22",37905657,37942822,37165
"5659","ENSG00000164877","ENSG00000164877","MICALL2","7",1428465,1459470,31005
"5660","ENSG00000238289","ENSG00000238289","MICB","HSCHR6_MHC_MCF_CTG1",2840040,2853071,13031
"5661","ENSG00000107745","ENSG00000107745","MICU1","10",72367340,72626131,258791
"5662","ENSG00000165487","ENSG00000165487","MICU2","13",21492691,21604181,111490
"5663","ENSG00000101871","ENSG00000101871","MID1","X",10445310,10833654,388344
"5664","ENSG00000165175","ENSG00000165175","MID1IP1","X",38801440,38806537,5097
"5665","ENSG00000080561","ENSG00000080561","MID2","X",107825755,107931637,105882
"5666","ENSG00000100335","ENSG00000100335","MIEF1","22",39499432,39518132,18700
"5667","ENSG00000276701","ENSG00000276701","MIF","HSCHR22_1_CTG7",130366,131589,1223
"5668","ENSG00000116691","ENSG00000116691","MIIP","1",12019466,12032045,12579
"5669","ENSG00000141503","ENSG00000141503","MINK1","17",4833340,4898061,64721
"5670","ENSG00000107789","ENSG00000107789","MINPP1","10",87504875,87553461,48586
"5671","ENSG00000164654","ENSG00000164654","MIOS","7",7566875,7608932,42057
"5672","ENSG00000135517","ENSG00000135517","MIP","12",56449502,56469166,19664
"5673","ENSG00000027001","ENSG00000027001","MIPEP","13",23730189,23889400,159211
"5674","ENSG00000167842","ENSG00000167842","MIS12","17",5486285,5490814,4529
